date,close,high,low,open,volume,ticker,adj_close
2025-05-27,135.4680633544922,135.6280293045703,133.27857708527512,134.1183754403962,192953600,NVDA,135.4680633544922
2025-05-28,134.7782440185547,137.2176717346689,134.75824445795843,135.9979578766118,304021100,NVDA,134.7782440185547
2025-05-29,139.15721130371094,143.45620133736625,137.87751407348716,142.21648797143945,369241900,NVDA,139.15721130371094
2025-05-30,135.09817504882812,139.58710766728817,132.88868890141003,138.6873257641086,333170900,NVDA,135.09817504882812
2025-06-02,137.34764099121094,138.08745689917103,135.36809645457458,135.45808684638126,197663100,NVDA,137.34764099121094
2025-06-03,141.1867218017578,141.9665367692297,137.91748812723765,138.74729436292043,225578800,NVDA,141.1867218017578
2025-06-04,141.88656616210938,142.3564566649135,139.5071219355859,142.15650682982962,167120800,NVDA,141.88656616210938
2025-06-05,139.95703125,143.96608121416313,138.79730082341692,142.13651043477643,231397900,NVDA,139.95703125
2025-06-06,141.6865997314453,143.23623746842864,141.47664251332282,142.47640682683559,153986200,NVDA,141.6865997314453
2025-06-09,142.59640502929688,144.96584183837217,141.9065651342004,143.15627066728982,185114500,NVDA,142.59640502929688
2025-06-10,143.92608642578125,144.25599524562207,141.4966510569608,142.65638139553192,155881900,NVDA,143.92608642578125
2025-06-11,142.80625915527344,144.96590375929992,141.84641202362192,144.5859620448177,167694000,NVDA,142.80625915527344
2025-06-12,144.9759063720703,144.9759063720703,141.82643588786814,141.94641106631286,162365000,NVDA,144.9759063720703
2025-06-13,141.94639587402344,143.556128789635,140.8265869783813,142.4563055840922,180820600,NVDA,141.94639587402344
2025-06-16,144.66595458984375,146.1556971839991,143.1761967394354,143.32618096280035,183133700,NVDA,144.66595458984375
2025-06-17,144.09603881835938,145.1958620737219,143.75609899624828,144.46598768948277,139108000,NVDA,144.09603881835938
2025-06-18,145.455810546875,145.62578045463974,143.0962022725339,143.9860537050978,161494100,NVDA,145.455810546875
2025-06-20,143.8260955810547,146.17569581398777,142.6262828381709,145.42582047781178,242956200,NVDA,143.8260955810547
2025-06-23,144.1460418701172,144.7559411184857,142.00639807778802,142.47632119978937,154308900,NVDA,144.1460418701172
2025-06-24,147.8754119873047,147.9354148301798,145.4758169849003,145.53580457152245,187566100,NVDA,147.8754119873047
2025-06-25,154.28436279296875,154.4243389252029,149.23519867353343,149.24520677628502,269146500,NVDA,154.28436279296875
2025-06-26,154.99423217773438,156.69394650127538,153.97439748110884,155.95406403411533,198145700,NVDA,154.99423217773438
2025-06-27,157.72378540039062,158.68363258213975,155.23419369167684,156.01406285223712,263234500,NVDA,157.72378540039062
2025-06-30,157.96376037597656,158.6336472456001,155.93409881773164,158.37368067249696,194580300,NVDA,157.96376037597656
2025-07-01,153.2745361328125,157.17388214393176,151.46483925954294,156.26402965591922,213143600,NVDA,153.2745361328125
2025-07-02,157.22386169433594,157.57380961936815,152.94457434216997,152.9545671877056,171224100,NVDA,157.22386169433594
2025-07-03,159.3135223388672,160.95324924613055,157.74379112425564,158.34368228178877,143716100,NVDA,159.3135223388672
2025-07-07,158.21371459960938,159.28352889047815,157.31385497697042,158.17371270193448,140139000,NVDA,158.21371459960938
2025-07-08,159.97341918945312,160.19338386133896,158.36368604860908,159.3035323273478,138133000,NVDA,159.97341918945312
2025-07-09,162.85293579101562,164.39267314506114,161.13322041798892,161.1932080055649,183656400,NVDA,162.85293579101562
2025-07-10,164.07273864746094,164.4726660794993,161.5831469026993,164.29270331195812,167704100,NVDA,164.07273864746094
2025-07-11,164.89259338378906,167.862101078866,163.44283738179527,163.6927958392512,193633300,NVDA,164.89259338378906
2025-07-14,164.04273986816406,165.4625020418882,161.99307751467913,165.3425116109199,136975800,NVDA,164.04273986816406
2025-07-15,170.671630859375,172.37134531045626,169.17188012202328,171.1615549258278,230627400,NVDA,170.671630859375
2025-07-16,171.34152221679688,171.72146396229547,168.87193138356372,171.03157616389174,158831500,NVDA,171.34152221679688
2025-07-17,172.97125244140625,174.13106334471073,170.80161486292053,171.99141956059896,160841100,NVDA,172.97125244140625
2025-07-18,172.38136291503906,174.22105359276725,171.23154479926822,173.61115431570738,146456400,NVDA,172.38136291503906
2025-07-21,171.35153198242188,173.35119970444802,170.97159023323564,172.72129949000853,123126100,NVDA,171.35153198242188
2025-07-22,167.00225830078125,171.36153479867312,164.55266825003173,171.31154005146294,193114300,NVDA,167.00225830078125
2025-07-23,170.75161743164062,171.23153339032083,167.94208685699226,169.5018251648929,154082200,NVDA,170.75161743164062
2025-07-24,173.7111358642578,173.80111724784433,171.27153886755505,172.41134882841166,128984600,NVDA,173.7111358642578
2025-07-25,173.47117614746094,174.69097468726906,172.9312725713388,173.58115848322245,122316800,NVDA,173.47117614746094
2025-07-28,176.7206268310547,176.97058528484683,173.94109004538618,173.99108478739527,140023500,NVDA,176.7206268310547
2025-07-29,175.48085021972656,179.350217961682,174.99094135061006,177.93045559033015,154077500,NVDA,175.48085021972656
2025-07-30,179.24021911621094,179.86011122312902,176.01074478620916,176.48066791766442,174312200,NVDA,179.24021911621094
2025-07-31,177.84043884277344,183.26954448460754,175.9007587673991,182.86960179799485,221685400,NVDA,177.84043884277344
2025-08-01,173.69113159179688,176.51065501732398,170.86160006411595,174.06106522140865,204529000,NVDA,173.69113159179688
2025-08-04,179.9700927734375,180.17005649193501,174.49100755408614,175.1309006070304,148174600,NVDA,179.9700927734375
2025-08-05,178.23037719726562,180.23004490386853,175.87076869322405,179.59015184800575,156407600,NVDA,178.23037719726562
2025-08-06,179.3901824951172,179.87009845787975,176.22071111043454,176.30069964693718,137192300,NVDA,179.3901824951172
2025-08-07,180.73995971679688,183.84944343505214,178.77028591662776,181.53982980547644,151878400,NVDA,180.73995971679688
2025-08-08,182.6696319580078,183.26953833968557,180.3700111699138,181.51982919208731,123396700,NVDA,182.6696319580078
2025-08-11,182.0297393798828,183.80944232526838,180.2200426409657,182.01974653412333,138323200,NVDA,182.0297393798828
2025-08-12,183.1295623779297,184.44933506001817,179.4301803710301,182.9295986692803,145485700,NVDA,183.1295623779297
2025-08-13,181.559814453125,183.93942375779682,179.3201965252013,182.5896420373941,179871700,NVDA,181.559814453125
